sample_id,question_id,method_name,hallucinated_or_not,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23,layer_24,layer_25,layer_26,layer_27,layer_28
2684,2684,evo,0,nan,nan,0.31640625,0.515625,0.578125,0.35546875,0.25,0.33203125,0.77734375,0.7578125,1.046875,1.078125,1.15625,1.03125,0.87890625,0.95703125,0.8671875,1.140625,1.015625,0.7890625,1.1484375,0.8828125,0.7578125,0.6328125,0.46484375,0.33984375,0.359375,0.39453125
1187,1187,evo,0,nan,nan,0.29296875,0.4296875,0.45703125,0.26953125,0.1875,0.328125,0.7890625,0.74609375,1.140625,0.90625,1.328125,1.0703125,0.8203125,0.9453125,0.94140625,1.15625,1.0703125,0.80078125,1.2109375,0.93359375,0.85546875,0.671875,0.421875,0.29296875,0.33203125,0.3671875
1936,1936,evo,0,nan,nan,0.31640625,0.47265625,0.4609375,0.29296875,0.19140625,0.33203125,0.8359375,0.7109375,1.1484375,0.92578125,1.3046875,1.0546875,0.890625,0.95703125,0.94140625,1.109375,1.03125,0.84765625,1.203125,0.89453125,0.875,0.671875,0.44140625,0.31640625,0.3046875,0.33984375
447,447,evo,0,nan,nan,0.3046875,0.4765625,0.515625,0.32421875,0.2109375,0.3046875,0.71484375,0.75,1.1328125,0.92578125,1.2578125,1.0859375,0.7734375,0.99609375,0.94140625,1.1484375,1.0,0.75,1.203125,1.015625,0.734375,0.55859375,0.40625,0.296875,0.30859375,0.32421875
2685,2685,evo,1,nan,nan,0.31640625,0.515625,0.578125,0.35546875,0.25,0.33203125,0.77734375,0.7578125,1.046875,1.078125,1.16015625,1.03515625,0.876953125,0.95703125,0.8671875,1.14453125,1.01953125,0.78515625,1.1484375,0.8828125,0.7578125,0.6328125,0.46484375,0.33984375,0.359375,0.392578125
1188,1188,evo,0,nan,nan,0.29296875,0.4296875,0.45703125,0.26953125,0.1875,0.328125,0.7890625,0.74609375,1.140625,0.90625,1.328125,1.0703125,0.8203125,0.9453125,0.94140625,1.15625,1.0703125,0.80078125,1.2109375,0.93359375,0.85546875,0.671875,0.421875,0.29296875,0.33203125,0.3671875
1937,1937,evo,0,nan,nan,0.31640625,0.47265625,0.4609375,0.29296875,0.19140625,0.33203125,0.8359375,0.7109375,1.1484375,0.92578125,1.3046875,1.0546875,0.890625,0.95703125,0.94140625,1.109375,1.03125,0.84765625,1.203125,0.89453125,0.875,0.671875,0.44140625,0.31640625,0.3046875,0.33984375
448,448,evo,0,nan,nan,0.3046875,0.4765625,0.515625,0.32421875,0.2109375,0.3046875,0.71484375,0.75,1.1328125,0.92578125,1.2578125,1.0859375,0.7734375,0.99609375,0.94140625,1.1484375,1.0,0.75,1.203125,1.015625,0.734375,0.55859375,0.40625,0.296875,0.30859375,0.32421875
2686,2686,evo,0,nan,nan,0.31640625,0.515625,0.578125,0.35546875,0.25,0.33203125,0.77734375,0.7578125,1.046875,1.078125,1.15625,1.03125,0.87890625,0.95703125,0.8671875,1.140625,1.015625,0.7890625,1.1484375,0.8828125,0.7578125,0.6328125,0.46484375,0.33984375,0.359375,0.39453125
1189,1189,evo,0,nan,nan,0.32421875,0.453125,0.48046875,0.3046875,0.21875,0.33984375,0.7421875,0.7734375,1.1015625,0.953125,1.2421875,0.98046875,0.875,0.8828125,0.82421875,1.203125,1.03125,0.7109375,1.171875,0.9453125,0.6875,0.5625,0.40234375,0.29296875,0.30859375,0.32421875
1938,1938,evo,0,nan,nan,0.31640625,0.47265625,0.4609375,0.29296875,0.19140625,0.33203125,0.8359375,0.7109375,1.1484375,0.92578125,1.3046875,1.0546875,0.890625,0.95703125,0.94140625,1.109375,1.03125,0.84765625,1.203125,0.89453125,0.875,0.671875,0.44140625,0.31640625,0.3046875,0.33984375
449,449,evo,0,nan,nan,0.3046875,0.4765625,0.515625,0.32421875,0.2109375,0.3046875,0.71484375,0.75,1.1328125,0.92578125,1.2578125,1.0859375,0.7734375,0.99609375,0.94140625,1.1484375,1.0,0.75,1.203125,1.015625,0.734375,0.55859375,0.40625,0.296875,0.30859375,0.32421875
2687,2687,evo,0,nan,nan,0.31640625,0.515625,0.578125,0.35546875,0.25,0.33203125,0.77734375,0.7578125,1.046875,1.078125,1.16015625,1.03515625,0.876953125,0.95703125,0.8671875,1.14453125,1.01953125,0.78515625,1.1484375,0.8828125,0.7578125,0.6328125,0.46484375,0.33984375,0.359375,0.392578125
1939,1939,evo,0,nan,nan,0.3046875,0.4453125,0.44921875,0.30078125,0.1875,0.32421875,0.81640625,0.7109375,1.171875,0.888671875,1.3125,1.16015625,0.841796875,0.95703125,0.953125,1.0859375,1.0546875,0.890625,1.1796875,0.99609375,0.859375,0.671875,0.42578125,0.29296875,0.30078125,0.30078125
1190,1190,evo,0,nan,nan,0.32421875,0.453125,0.48046875,0.3046875,0.21875,0.33984375,0.7421875,0.7734375,1.1015625,0.953125,1.2421875,0.98046875,0.875,0.8828125,0.82421875,1.203125,1.03125,0.7109375,1.171875,0.9453125,0.6875,0.5625,0.40234375,0.29296875,0.30859375,0.32421875
2688,2688,evo,0,nan,nan,0.31640625,0.515625,0.578125,0.35546875,0.25,0.33203125,0.77734375,0.7578125,1.046875,1.078125,1.15625,1.03125,0.87890625,0.95703125,0.8671875,1.140625,1.015625,0.7890625,1.1484375,0.8828125,0.7578125,0.6328125,0.46484375,0.33984375,0.359375,0.39453125
450,450,evo,0,nan,nan,0.3046875,0.4765625,0.515625,0.32421875,0.2109375,0.3046875,0.71484375,0.75,1.1328125,0.92578125,1.2578125,1.0859375,0.7734375,0.99609375,0.94140625,1.1484375,1.0,0.75,1.203125,1.015625,0.734375,0.55859375,0.40625,0.296875,0.30859375,0.32421875
1940,1940,evo,0,nan,nan,0.3046875,0.4453125,0.44921875,0.30078125,0.1875,0.32421875,0.81640625,0.7109375,1.171875,0.890625,1.3125,1.1484375,0.84375,0.95703125,0.95703125,1.078125,1.0390625,0.89453125,1.1796875,0.9921875,0.859375,0.671875,0.42578125,0.29296875,0.30078125,0.30078125
1191,1191,evo,1,nan,nan,0.32421875,0.453125,0.48046875,0.3046875,0.21875,0.33984375,0.7421875,0.7734375,1.1015625,0.953125,1.2421875,0.98046875,0.875,0.8828125,0.82421875,1.203125,1.03125,0.7109375,1.171875,0.9453125,0.6875,0.5625,0.40234375,0.29296875,0.30859375,0.32421875
451,451,evo,1,nan,nan,0.30859375,0.49609375,0.5390625,0.328125,0.24609375,0.359375,0.7734375,0.85546875,1.0,1.1171875,1.18359375,1.046875,0.8125,0.97265625,0.89453125,1.30859375,1.07421875,0.689453125,1.109375,0.8984375,0.73828125,0.6484375,0.5234375,0.44921875,0.46875,0.4375
2689,2689,evo,0,nan,nan,0.33203125,0.49609375,0.5234375,0.3515625,0.26953125,0.3671875,0.8125,0.7890625,1.0234375,1.1015625,1.1484375,1.0859375,0.81640625,0.92578125,0.8046875,1.125,0.97265625,0.75,1.09375,0.86328125,0.75,0.56640625,0.42578125,0.33203125,0.30078125,0.33984375
1941,1941,evo,0,nan,nan,0.3046875,0.4453125,0.44921875,0.30078125,0.1875,0.32421875,0.81640625,0.7109375,1.171875,0.888671875,1.3125,1.16015625,0.841796875,0.95703125,0.953125,1.0859375,1.0546875,0.890625,1.1796875,0.99609375,0.859375,0.671875,0.42578125,0.29296875,0.30078125,0.30078125
1192,1192,evo,0,nan,nan,0.32421875,0.453125,0.48046875,0.3046875,0.21875,0.33984375,0.7421875,0.7734375,1.1015625,0.953125,1.2421875,0.98046875,0.875,0.8828125,0.82421875,1.203125,1.03125,0.7109375,1.171875,0.9453125,0.6875,0.5625,0.40234375,0.29296875,0.30859375,0.32421875
452,452,evo,0,nan,nan,0.30859375,0.49609375,0.5390625,0.328125,0.24609375,0.359375,0.7734375,0.85546875,1.0,1.1171875,1.1796875,1.0390625,0.8125,0.97265625,0.89453125,1.3046875,1.0703125,0.69140625,1.109375,0.8984375,0.73828125,0.6484375,0.5234375,0.44921875,0.46875,0.4375
2690,2690,evo,0,nan,nan,0.33203125,0.49609375,0.5234375,0.3515625,0.26953125,0.3671875,0.8125,0.7890625,1.0234375,1.09375,1.15234375,1.0859375,0.81640625,0.91796875,0.796875,1.12109375,0.966796875,0.748046875,1.109375,0.8671875,0.74609375,0.572265625,0.42578125,0.33203125,0.30078125,0.337890625
1942,1942,evo,0,nan,nan,0.3046875,0.4453125,0.44921875,0.30078125,0.1875,0.32421875,0.81640625,0.7109375,1.171875,0.888671875,1.31640625,1.15625,0.84375,0.95703125,0.955078125,1.08203125,1.046875,0.892578125,1.1796875,0.994140625,0.859375,0.671875,0.42578125,0.29296875,0.30078125,0.30078125
453,453,evo,0,nan,nan,0.30859375,0.49609375,0.5390625,0.328125,0.24609375,0.359375,0.7734375,0.85546875,1.0,1.1171875,1.1875,1.0546875,0.8125,0.97265625,0.89453125,1.3046875,1.07421875,0.69140625,1.109375,0.8984375,0.744140625,0.65234375,0.521484375,0.44921875,0.466796875,0.4375
1193,1193,evo,1,nan,nan,0.32421875,0.453125,0.48046875,0.3046875,0.21875,0.33984375,0.7421875,0.7734375,1.1015625,0.953125,1.2421875,0.98046875,0.875,0.8828125,0.82421875,1.203125,1.03125,0.7109375,1.171875,0.9453125,0.6875,0.5625,0.40234375,0.29296875,0.30859375,0.32421875
2691,2691,evo,1,nan,nan,0.33203125,0.49609375,0.5234375,0.3515625,0.26953125,0.3671875,0.8125,0.7890625,1.0234375,1.1015625,1.1484375,1.0859375,0.81640625,0.921875,0.8046875,1.125,0.97265625,0.75,1.078125,0.8515625,0.75,0.56640625,0.42578125,0.33203125,0.30078125,0.3359375
454,454,evo,0,nan,nan,0.30859375,0.49609375,0.5390625,0.328125,0.24609375,0.359375,0.7734375,0.85546875,1.0,1.1171875,1.1796875,1.0390625,0.8125,0.97265625,0.89453125,1.3046875,1.0703125,0.69140625,1.109375,0.8984375,0.73828125,0.646484375,0.5234375,0.44921875,0.46875,0.4375
1943,1943,evo,0,nan,nan,0.3046875,0.4453125,0.44921875,0.30078125,0.1875,0.32421875,0.81640625,0.7109375,1.171875,0.88671875,1.3203125,1.1640625,0.84375,0.95703125,0.953125,1.0859375,1.0546875,0.890625,1.1796875,0.99609375,0.859375,0.671875,0.42578125,0.29296875,0.30078125,0.30078125
2692,2692,evo,0,nan,nan,0.33203125,0.49609375,0.5234375,0.3515625,0.26953125,0.3671875,0.8125,0.7890625,1.0234375,1.09765625,1.1484375,1.0859375,0.81640625,0.919921875,0.80078125,1.12109375,0.966796875,0.75,1.09375,0.859375,0.75,0.56640625,0.42578125,0.33203125,0.30078125,0.3359375
1194,1194,evo,0,nan,nan,0.32421875,0.453125,0.48046875,0.3046875,0.21875,0.33984375,0.7421875,0.7734375,1.1015625,0.953125,1.2421875,0.98046875,0.875,0.8828125,0.82421875,1.203125,1.03125,0.7109375,1.171875,0.9453125,0.6875,0.5625,0.40234375,0.29296875,0.30859375,0.32421875
455,455,evo,1,nan,nan,0.30859375,0.49609375,0.5390625,0.328125,0.24609375,0.359375,0.7734375,0.85546875,1.0,1.1171875,1.1875,1.0546875,0.8125,0.97265625,0.89453125,1.3125,1.078125,0.6875,1.109375,0.8984375,0.73828125,0.6484375,0.5234375,0.44921875,0.46875,0.4375
1944,1944,evo,0,nan,nan,0.3046875,0.4453125,0.44921875,0.30078125,0.1875,0.32421875,0.81640625,0.7109375,1.171875,0.888671875,1.3125,1.16015625,0.841796875,0.95703125,0.953125,1.0859375,1.0546875,0.890625,1.1796875,0.99609375,0.859375,0.671875,0.42578125,0.29296875,0.30078125,0.30078125
2693,2693,evo,1,nan,nan,0.33203125,0.49609375,0.5234375,0.3515625,0.26953125,0.3671875,0.8125,0.7890625,1.0234375,1.1015625,1.1484375,1.0859375,0.81640625,0.92578125,0.8046875,1.125,0.97265625,0.75,1.09375,0.86328125,0.75,0.56640625,0.42578125,0.33203125,0.30078125,0.33984375
1195,1195,evo,0,nan,nan,0.29296875,0.4609375,0.5390625,0.33203125,0.20703125,0.33984375,0.734375,0.7109375,1.109375,0.93359375,1.2265625,1.0859375,0.75,0.91015625,0.828125,1.09375,0.96875,0.6796875,1.15625,0.97265625,0.69921875,0.58984375,0.4296875,0.3125,0.3359375,0.328125
456,456,evo,0,nan,nan,0.30859375,0.49609375,0.5390625,0.328125,0.24609375,0.359375,0.7734375,0.85546875,1.0,1.1171875,1.1796875,1.0390625,0.8125,0.97265625,0.89453125,1.3046875,1.0703125,0.69140625,1.109375,0.8984375,0.73828125,0.6484375,0.5234375,0.44921875,0.46875,0.4375
1945,1945,evo,0,nan,nan,0.32421875,0.45703125,0.48828125,0.30078125,0.22265625,0.3203125,0.7734375,0.71875,1.125,0.9609375,1.234375,1.03125,0.796875,0.94140625,0.94921875,1.28125,1.078125,0.75,1.1640625,0.96875,0.796875,0.66015625,0.44921875,0.35546875,0.359375,0.33203125
2694,2694,evo,0,nan,nan,0.33203125,0.49609375,0.5234375,0.3515625,0.26953125,0.3671875,0.8125,0.7890625,1.0234375,1.09765625,1.1484375,1.0859375,0.81640625,0.919921875,0.80078125,1.12109375,0.966796875,0.75,1.09375,0.859375,0.75,0.56640625,0.42578125,0.33203125,0.30078125,0.3359375
1196,1196,evo,0,nan,nan,0.29296875,0.4609375,0.5390625,0.33203125,0.20703125,0.33984375,0.734375,0.7109375,1.109375,0.93359375,1.2265625,1.0859375,0.75,0.91015625,0.828125,1.09375,0.96875,0.6796875,1.15625,0.97265625,0.69921875,0.58984375,0.4296875,0.3125,0.3359375,0.328125
457,457,evo,1,nan,nan,0.29296875,0.43359375,0.5390625,0.33203125,0.234375,0.3828125,0.765625,0.73046875,1.140625,0.98828125,1.1953125,1.046875,0.79296875,1.0078125,0.9609375,1.2890625,1.0859375,0.671875,1.21875,0.98828125,0.6015625,0.53515625,0.40234375,0.2734375,0.25390625,0.265625
1946,1946,evo,0,nan,nan,0.32421875,0.45703125,0.48828125,0.30078125,0.22265625,0.3203125,0.7734375,0.71875,1.125,0.9609375,1.234375,1.03125,0.796875,0.9375,0.943359375,1.28125,1.07421875,0.751953125,1.1640625,0.96875,0.796875,0.662109375,0.44921875,0.35546875,0.359375,0.33203125
2695,2695,evo,1,nan,nan,0.28515625,0.4296875,0.48828125,0.296875,0.21484375,0.35546875,0.7890625,0.73828125,1.125,0.953125,1.265625,1.0625,0.802734375,0.97265625,0.91796875,1.171875,1.0546875,0.703125,1.1875,0.921875,0.7578125,0.5625,0.41796875,0.2890625,0.3046875,0.32421875
1197,1197,evo,0,nan,nan,0.29296875,0.4609375,0.5390625,0.33203125,0.20703125,0.33984375,0.734375,0.7109375,1.109375,0.93359375,1.2265625,1.0859375,0.75,0.91015625,0.828125,1.09375,0.96875,0.6796875,1.15625,0.97265625,0.69921875,0.58984375,0.4296875,0.3125,0.3359375,0.328125
1947,1947,evo,1,nan,nan,0.32421875,0.45703125,0.48828125,0.30078125,0.22265625,0.3203125,0.7734375,0.71875,1.125,0.9609375,1.234375,1.03125,0.796875,0.9375,0.943359375,1.28125,1.07421875,0.751953125,1.1640625,0.96875,0.796875,0.662109375,0.44921875,0.35546875,0.359375,0.33203125
458,458,evo,0,nan,nan,0.29296875,0.43359375,0.5390625,0.33203125,0.234375,0.3828125,0.765625,0.73046875,1.140625,0.98828125,1.1953125,1.046875,0.79296875,1.0078125,0.9609375,1.2890625,1.0859375,0.671875,1.21875,0.98828125,0.6015625,0.53515625,0.40234375,0.2734375,0.25390625,0.265625
2696,2696,evo,0,nan,nan,0.28515625,0.4296875,0.48828125,0.296875,0.21484375,0.35546875,0.7890625,0.73828125,1.125,0.953125,1.265625,1.0625,0.80078125,0.97265625,0.91796875,1.171875,1.0546875,0.703125,1.1875,0.921875,0.7578125,0.5625,0.41796875,0.2890625,0.3046875,0.32421875
1198,1198,evo,0,nan,nan,0.29296875,0.4609375,0.5390625,0.33203125,0.20703125,0.33984375,0.734375,0.7109375,1.109375,0.93359375,1.2265625,1.0859375,0.75,0.91015625,0.828125,1.09375,0.96875,0.6796875,1.15625,0.97265625,0.69921875,0.58984375,0.4296875,0.3125,0.3359375,0.328125
1948,1948,evo,0,nan,nan,0.32421875,0.45703125,0.48828125,0.30078125,0.22265625,0.3203125,0.7734375,0.71875,1.125,0.9609375,1.234375,1.03125,0.796875,0.9375,0.943359375,1.28125,1.07421875,0.751953125,1.1640625,0.96875,0.796875,0.662109375,0.44921875,0.35546875,0.359375,0.33203125
459,459,evo,0,nan,nan,0.29296875,0.43359375,0.5390625,0.33203125,0.234375,0.3828125,0.765625,0.73046875,1.140625,0.98828125,1.1953125,1.046875,0.79296875,1.0078125,0.9609375,1.2890625,1.0859375,0.671875,1.21875,0.98828125,0.6015625,0.53515625,0.40234375,0.2734375,0.25390625,0.265625
1949,1949,evo,0,nan,nan,0.32421875,0.45703125,0.48828125,0.30078125,0.22265625,0.3203125,0.7734375,0.71875,1.125,0.9609375,1.234375,1.03125,0.796875,0.94140625,0.94921875,1.28125,1.078125,0.75,1.1640625,0.96875,0.796875,0.66015625,0.44921875,0.35546875,0.359375,0.33203125
2697,2697,evo,0,nan,nan,0.28515625,0.4296875,0.48828125,0.296875,0.21484375,0.35546875,0.7890625,0.73828125,1.125,0.953125,1.265625,1.0625,0.802734375,0.97265625,0.91796875,1.171875,1.0546875,0.703125,1.1875,0.921875,0.7578125,0.5625,0.41796875,0.2890625,0.3046875,0.32421875
1199,1199,evo,1,nan,nan,0.29296875,0.4609375,0.5390625,0.33203125,0.20703125,0.33984375,0.734375,0.7109375,1.109375,0.93359375,1.2265625,1.0859375,0.75,0.91015625,0.828125,1.09375,0.96875,0.6796875,1.15625,0.97265625,0.69921875,0.58984375,0.4296875,0.3125,0.3359375,0.328125
460,460,evo,0,nan,nan,0.29296875,0.43359375,0.5390625,0.33203125,0.234375,0.3828125,0.765625,0.73046875,1.140625,0.98828125,1.1953125,1.046875,0.79296875,1.0078125,0.9609375,1.2890625,1.0859375,0.671875,1.21875,0.98828125,0.6015625,0.53515625,0.40234375,0.2734375,0.25390625,0.265625
1950,1950,evo,0,nan,nan,0.32421875,0.45703125,0.48828125,0.30078125,0.22265625,0.3203125,0.7734375,0.71875,1.125,0.9609375,1.234375,1.03515625,0.796875,0.93359375,0.9375,1.28125,1.07421875,0.75,1.171875,0.974609375,0.796875,0.662109375,0.44921875,0.35546875,0.359375,0.33203125
2698,2698,evo,0,nan,nan,0.28515625,0.4296875,0.48828125,0.296875,0.21484375,0.35546875,0.7890625,0.73828125,1.125,0.953125,1.265625,1.0625,0.80078125,0.97265625,0.91796875,1.171875,1.0546875,0.703125,1.1875,0.921875,0.7578125,0.5625,0.41796875,0.2890625,0.3046875,0.32421875
1200,1200,evo,0,nan,nan,0.29296875,0.4609375,0.5390625,0.33203125,0.20703125,0.33984375,0.734375,0.7109375,1.109375,0.93359375,1.2265625,1.0859375,0.75,0.91015625,0.828125,1.09375,0.96875,0.6796875,1.15625,0.97265625,0.69921875,0.58984375,0.4296875,0.3125,0.3359375,0.328125
461,461,evo,0,nan,nan,0.29296875,0.43359375,0.5390625,0.33203125,0.234375,0.3828125,0.765625,0.73046875,1.140625,0.98828125,1.1953125,1.046875,0.79296875,1.0078125,0.9609375,1.2890625,1.0859375,0.671875,1.21875,0.98828125,0.6015625,0.53515625,0.40234375,0.2734375,0.25390625,0.265625
1951,1951,evo,1,nan,nan,0.31640625,0.44921875,0.48046875,0.32421875,0.21484375,0.34765625,0.796875,0.75,1.234375,0.8046875,1.328125,1.1484375,0.74609375,0.9296875,0.8984375,1.125,0.9921875,0.765625,1.2109375,0.984375,0.71484375,0.515625,0.3828125,0.2734375,0.2890625,0.3359375
2699,2699,evo,0,nan,nan,0.28515625,0.4296875,0.48828125,0.296875,0.21484375,0.35546875,0.7890625,0.73828125,1.125,0.953125,1.265625,1.0625,0.802734375,0.97265625,0.91796875,1.171875,1.0546875,0.703125,1.1875,0.921875,0.7578125,0.5625,0.41796875,0.2890625,0.3046875,0.32421875
1201,1201,evo,1,nan,nan,0.3046875,0.4296875,0.46484375,0.296875,0.21484375,0.30859375,0.8046875,0.71875,1.109375,0.892578125,1.296875,1.07421875,0.7890625,0.9453125,0.9140625,1.171875,1.046875,0.71875,1.15625,0.9765625,0.697265625,0.5546875,0.384765625,0.296875,0.30859375,0.3203125
462,462,evo,0,nan,nan,0.29296875,0.43359375,0.5390625,0.33203125,0.234375,0.3828125,0.765625,0.73046875,1.140625,0.98828125,1.1953125,1.046875,0.79296875,1.0078125,0.9609375,1.2890625,1.0859375,0.671875,1.21875,0.98828125,0.6015625,0.53515625,0.40234375,0.2734375,0.25390625,0.265625
1952,1952,evo,0,nan,nan,0.31640625,0.44921875,0.48046875,0.32421875,0.21484375,0.34765625,0.796875,0.75,1.234375,0.8046875,1.328125,1.1484375,0.74609375,0.9296875,0.8984375,1.125,0.9921875,0.765625,1.2109375,0.984375,0.71484375,0.515625,0.3828125,0.2734375,0.2890625,0.3359375
2700,2700,evo,0,nan,nan,0.28515625,0.4296875,0.48828125,0.296875,0.21484375,0.35546875,0.7890625,0.73828125,1.125,0.953125,1.265625,1.0625,0.80078125,0.97265625,0.91796875,1.171875,1.0546875,0.703125,1.1875,0.921875,0.7578125,0.5625,0.41796875,0.2890625,0.3046875,0.32421875
1202,1202,evo,0,nan,nan,0.3046875,0.4296875,0.46484375,0.296875,0.21484375,0.30859375,0.8046875,0.71875,1.109375,0.890625,1.296875,1.078125,0.7890625,0.9453125,0.9140625,1.171875,1.046875,0.71875,1.15625,0.9765625,0.6953125,0.5546875,0.3828125,0.296875,0.30859375,0.3203125
463,463,evo,0,nan,nan,0.30078125,0.4453125,0.4609375,0.30859375,0.23046875,0.33984375,0.79296875,0.7109375,1.09375,1.0234375,1.21875,1.078125,0.765625,0.92578125,0.90234375,1.1640625,1.03125,0.78125,1.2109375,0.98828125,0.8203125,0.62890625,0.41015625,0.296875,0.34375,0.3515625
1953,1953,evo,0,nan,nan,0.31640625,0.44921875,0.48046875,0.32421875,0.21484375,0.34765625,0.796875,0.75,1.234375,0.8046875,1.328125,1.1484375,0.74609375,0.9296875,0.8984375,1.125,0.9921875,0.765625,1.2109375,0.984375,0.71484375,0.515625,0.3828125,0.2734375,0.2890625,0.3359375
2701,2701,evo,0,nan,nan,0.2890625,0.453125,0.578125,0.4140625,0.2265625,0.359375,0.703125,0.76171875,1.140625,0.9921875,1.1796875,1.046875,0.7578125,0.9296875,0.86328125,1.21875,1.0703125,0.59765625,1.03125,0.83203125,0.6328125,0.5390625,0.4140625,0.296875,0.30078125,0.30859375
1203,1203,evo,0,nan,nan,0.3046875,0.4296875,0.46484375,0.296875,0.21484375,0.30859375,0.8046875,0.71875,1.109375,0.892578125,1.296875,1.07421875,0.7890625,0.9453125,0.9140625,1.171875,1.046875,0.71875,1.15625,0.9765625,0.697265625,0.5546875,0.384765625,0.296875,0.30859375,0.3203125
464,464,evo,0,nan,nan,0.30078125,0.4453125,0.4609375,0.30859375,0.23046875,0.33984375,0.79296875,0.7109375,1.09375,1.0234375,1.21875,1.078125,0.76953125,0.92578125,0.90234375,1.1640625,1.03125,0.78125,1.2109375,0.98828125,0.8203125,0.62890625,0.41796875,0.30078125,0.3359375,0.3515625
1954,1954,evo,0,nan,nan,0.31640625,0.44921875,0.48046875,0.32421875,0.21484375,0.34765625,0.796875,0.75,1.234375,0.8046875,1.328125,1.1484375,0.74609375,0.9296875,0.8984375,1.125,0.9921875,0.765625,1.2109375,0.984375,0.71484375,0.515625,0.3828125,0.2734375,0.2890625,0.3359375
2702,2702,evo,0,nan,nan,0.2890625,0.453125,0.578125,0.4140625,0.2265625,0.359375,0.703125,0.76171875,1.140625,0.9921875,1.1796875,1.046875,0.7578125,0.9296875,0.86328125,1.21875,1.0703125,0.59765625,1.03125,0.83203125,0.6328125,0.5390625,0.4140625,0.296875,0.30078125,0.30859375
1204,1204,evo,0,nan,nan,0.3046875,0.4296875,0.46484375,0.296875,0.21484375,0.30859375,0.8046875,0.71875,1.109375,0.892578125,1.296875,1.07421875,0.7890625,0.9453125,0.9140625,1.171875,1.046875,0.71875,1.15625,0.9765625,0.697265625,0.5546875,0.384765625,0.296875,0.30859375,0.3203125
465,465,evo,0,nan,nan,0.30078125,0.4453125,0.4609375,0.30859375,0.23046875,0.33984375,0.79296875,0.7109375,1.09375,1.0234375,1.21875,1.078125,0.765625,0.92578125,0.90234375,1.1640625,1.03125,0.78125,1.2109375,0.98828125,0.8203125,0.62890625,0.41015625,0.296875,0.34375,0.3515625
1955,1955,evo,0,nan,nan,0.31640625,0.44921875,0.48046875,0.32421875,0.21484375,0.34765625,0.796875,0.75,1.234375,0.8046875,1.328125,1.1484375,0.74609375,0.9296875,0.8984375,1.125,0.9921875,0.765625,1.2109375,0.984375,0.71484375,0.515625,0.3828125,0.2734375,0.2890625,0.3359375
2703,2703,evo,1,nan,nan,0.2890625,0.453125,0.578125,0.4140625,0.2265625,0.359375,0.703125,0.76171875,1.140625,0.9921875,1.1796875,1.046875,0.7578125,0.935546875,0.875,1.22265625,1.0703125,0.595703125,1.03125,0.83203125,0.6328125,0.5390625,0.4140625,0.296875,0.30078125,0.30859375
1205,1205,evo,0,nan,nan,0.3046875,0.4296875,0.46484375,0.296875,0.21484375,0.30859375,0.8046875,0.71875,1.109375,0.892578125,1.296875,1.07421875,0.7890625,0.9453125,0.9140625,1.171875,1.046875,0.71875,1.15625,0.9765625,0.697265625,0.5546875,0.384765625,0.296875,0.30859375,0.3203125
466,466,evo,0,nan,nan,0.30078125,0.4453125,0.4609375,0.30859375,0.23046875,0.33984375,0.79296875,0.7109375,1.09375,1.0234375,1.21875,1.078125,0.765625,0.92578125,0.90234375,1.1640625,1.03125,0.78125,1.2109375,0.98828125,0.8203125,0.62890625,0.41015625,0.296875,0.34375,0.3515625
1956,1956,evo,0,nan,nan,0.31640625,0.44921875,0.48046875,0.32421875,0.21484375,0.34765625,0.796875,0.75,1.234375,0.8046875,1.328125,1.1484375,0.74609375,0.9296875,0.8984375,1.125,0.9921875,0.765625,1.2109375,0.984375,0.71484375,0.515625,0.3828125,0.2734375,0.2890625,0.3359375
2704,2704,evo,0,nan,nan,0.2890625,0.453125,0.578125,0.4140625,0.2265625,0.359375,0.703125,0.76171875,1.140625,0.9921875,1.1796875,1.046875,0.7578125,0.9296875,0.86328125,1.21875,1.0703125,0.59765625,1.03125,0.83203125,0.6328125,0.5390625,0.4140625,0.296875,0.30078125,0.30859375
1206,1206,evo,0,nan,nan,0.3046875,0.4296875,0.46484375,0.296875,0.21484375,0.30859375,0.8046875,0.71875,1.109375,0.892578125,1.296875,1.07421875,0.7890625,0.9453125,0.9140625,1.171875,1.046875,0.71875,1.15625,0.9765625,0.697265625,0.5546875,0.384765625,0.296875,0.30859375,0.3203125
467,467,evo,0,nan,nan,0.30078125,0.4453125,0.4609375,0.30859375,0.23046875,0.33984375,0.79296875,0.7109375,1.09375,1.0234375,1.21875,1.078125,0.765625,0.92578125,0.90234375,1.1640625,1.03125,0.78125,1.2109375,0.98828125,0.8203125,0.62890625,0.41015625,0.296875,0.34375,0.3515625
1957,1957,evo,0,nan,nan,0.3125,0.4609375,0.4921875,0.3203125,0.1875,0.328125,0.78125,0.7265625,1.1328125,0.8984375,1.3125,1.125,0.8359375,0.94140625,0.9140625,1.125,1.0625,0.8515625,1.15625,0.9296875,0.8828125,0.7109375,0.4375,0.33203125,0.3203125,0.34375
