sample_id,question_id,dataset_name,split_name,correct_or_not,hallucinated_or_not,generated_answer,ground_truth_answer,max_r,mean_r,max_entropy,mean_entropy,trigger_layer,trigger_step,pt_path
881,881,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6953125,0.7676504629629629,11.9375,4.81979991748522,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/881.pt
2386,2386,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7654803240740741,11.9375,5.199389853760609,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2386.pt
1633,1633,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7265625,0.7618634259259259,11.9375,4.798375503372944,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1633.pt
137,137,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7676504629629629,11.9375,4.770092866922291,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/137.pt
882,882,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6953125,0.7676504629629629,11.9375,5.352552586134811,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/882.pt
2387,2387,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7265625,0.7651909722222222,11.9375,5.319161388974519,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2387.pt
1634,1634,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7618634259259259,11.9375,5.15930934762231,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1634.pt
138,138,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7676504629629629,11.9375,5.204501775785347,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/138.pt
883,883,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7305410879629629,11.9375,4.745141006821908,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/883.pt
2388,2388,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7654803240740741,11.9375,5.236064636228642,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2388.pt
1635,1635,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7265625,0.7618634259259259,11.9375,4.6962026451787855,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1635.pt
139,139,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6796875,0.7560763888888888,11.9375,4.765694050191345,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/139.pt
884,884,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7303240740740741,11.9375,5.125805873750857,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/884.pt
1636,1636,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7618634259259259,11.9375,5.12015853939876,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1636.pt
2389,2389,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.640625,0.7239583333333334,11.9375,5.081398474419859,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2389.pt
140,140,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6796875,0.7556423611111112,11.9375,5.253356770049165,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/140.pt
885,885,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.703125,0.7303240740740741,11.9375,5.251551151233562,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/885.pt
1637,1637,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7265625,0.7618634259259259,11.9375,4.680890959496858,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1637.pt
141,141,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6796875,0.755859375,11.9375,5.204729798869111,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/141.pt
2390,2390,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.640625,0.7231626157407407,11.9375,5.102000450926301,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2390.pt
886,886,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7303240740740741,11.9375,5.086777860145018,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/886.pt
1638,1638,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7265625,0.7620804398148148,11.9375,5.153122955878518,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1638.pt
142,142,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6796875,0.755859375,11.9375,5.2900054182697405,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/142.pt
2391,2391,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.640625,0.7231626157407407,11.9375,5.112311927773311,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2391.pt
887,887,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.703125,0.7303240740740741,11.9375,5.204148009073208,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/887.pt
1639,1639,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6953125,0.7681568287037037,11.9375,4.670544701552166,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1639.pt
143,143,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6796875,0.755859375,11.9375,4.750103196018819,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/143.pt
2392,2392,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.640625,0.7223668981481481,11.9375,5.091912635793742,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2392.pt
888,888,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7303240740740741,11.9375,5.049524454805013,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/888.pt
1640,1640,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6953125,0.7681568287037037,11.9375,5.163919966655849,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1640.pt
144,144,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6796875,0.755859375,11.9375,5.16671727834992,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/144.pt
889,889,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6796875,0.7650462962962963,11.9375,4.755588378554391,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/889.pt
2393,2393,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.640625,0.7239583333333334,11.9375,4.730402347533452,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2393.pt
1641,1641,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6953125,0.7681568287037037,11.9375,4.87753412118464,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1641.pt
145,145,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.671875,0.7384259259259259,11.9375,5.144940310977009,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/145.pt
890,890,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6796875,0.7650462962962963,11.9375,5.223756361075333,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/890.pt
2394,2394,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.640625,0.7239583333333334,11.9375,5.127289435972451,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2394.pt
1642,1642,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6953125,0.7683738425925926,11.9375,5.171255715305584,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1642.pt
146,146,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7385706018518519,11.9375,5.218275907298731,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/146.pt
891,891,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6796875,0.7653356481481481,11.9375,4.737098961358901,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/891.pt
2395,2395,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7345196759259259,11.9375,4.749622562050499,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2395.pt
1643,1643,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6953125,0.7683738425925926,11.9375,5.1830299800780795,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1643.pt
147,147,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.671875,0.7385706018518519,11.9375,4.731442638509202,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/147.pt
892,892,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6796875,0.7650462962962963,11.9375,5.22670238899403,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/892.pt
2396,2396,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7345196759259259,11.9375,5.165379075179929,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2396.pt
1644,1644,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6953125,0.7683738425925926,11.9375,5.20844975306782,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1644.pt
148,148,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7387152777777778,11.9375,5.125245223793675,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/148.pt
893,893,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6796875,0.7650462962962963,11.9375,4.7826667278120185,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/893.pt
2397,2397,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7345196759259259,11.9375,4.741000806340748,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2397.pt
1645,1645,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6484375,0.7715567129629629,11.9375,4.7924331447124136,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1645.pt
149,149,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.671875,0.7384259259259259,11.9375,5.1928764789146085,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/149.pt
894,894,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7656973379629629,11.9375,5.247193868798698,28,2,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/894.pt
2398,2398,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7345196759259259,11.9375,5.20895244625392,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2398.pt
150,150,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7384259259259259,11.9375,5.18701618455766,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/150.pt
1646,1646,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6484375,0.7716290509259259,11.9375,5.166242469755978,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1646.pt
895,895,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7383535879629629,11.9375,4.714920092772385,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/895.pt
2399,2399,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7345196759259259,11.9375,4.578432713080914,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2399.pt
151,151,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7529658564814815,11.9375,4.703506520682359,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/151.pt
1647,1647,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6484375,0.7716290509259259,11.9375,5.254330918206751,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1647.pt
896,896,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7378472222222222,11.9375,5.194008605357622,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/896.pt
2400,2400,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7345196759259259,11.9375,5.062298912393153,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2400.pt
152,152,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7530381944444444,11.9375,5.180570060217023,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/152.pt
1648,1648,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6484375,0.7717013888888888,11.9375,5.140520590015011,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1648.pt
897,897,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7388599537037037,11.9375,4.747391779467291,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/897.pt
2401,2401,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7242476851851852,11.9375,4.801699473765853,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2401.pt
153,153,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7528935185185185,11.9375,4.792349960232279,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/153.pt
1649,1649,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6484375,0.7716290509259259,11.9375,4.792317277182219,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1649.pt
898,898,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7378472222222222,11.9375,5.1555049827217365,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/898.pt
2402,2402,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7235243055555556,11.9375,5.240874055935099,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2402.pt
154,154,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7530381944444444,11.9375,5.136671921447551,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/154.pt
1650,1650,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6484375,0.7716290509259259,11.9375,5.090239915375825,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1650.pt
899,899,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7378472222222222,11.9375,4.7469841729828754,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/899.pt
2403,2403,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7242476851851852,11.9375,4.792664264268688,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2403.pt
155,155,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7529658564814815,11.9375,4.7586314101468865,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/155.pt
1651,1651,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7109375,0.78125,11.9375,4.668383532528901,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1651.pt
900,900,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7378472222222222,11.9375,5.179572015480769,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/900.pt
2404,2404,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7242476851851852,11.9375,5.200099847173117,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2404.pt
156,156,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7530381944444444,11.9375,5.181744423247155,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/156.pt
1652,1652,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7109375,0.78125,11.9375,5.141398048270464,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1652.pt
901,901,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7232349537037037,11.9375,4.703268337861918,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/901.pt
2405,2405,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7235243055555556,11.9375,4.773585687703595,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2405.pt
157,157,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7596932870370371,11.9375,4.734034655592857,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/157.pt
1653,1653,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7109375,0.78125,11.9375,4.85019686048779,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1653.pt
902,902,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7280092592592593,11.9375,5.237062057735753,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/902.pt
158,158,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7596932870370371,11.9375,5.246340705878162,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/158.pt
2406,2406,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7242476851851852,11.9375,5.2170806813310575,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2406.pt
1654,1654,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7109375,0.78125,11.9375,5.147359553584904,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1654.pt
903,903,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.703125,0.7232349537037037,11.9375,5.2262817071881225,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/903.pt
159,159,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7596932870370371,11.9375,4.915505392509709,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/159.pt
2407,2407,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.671875,0.7388599537037037,11.9375,4.747493144223614,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2407.pt
1655,1655,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7109375,0.78125,11.9375,5.139708474196415,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1655.pt
160,160,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7596932870370371,11.9375,5.253454608023809,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/160.pt
904,904,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7239583333333334,11.9375,5.198416878660478,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/904.pt
2408,2408,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7388599537037037,11.9375,5.222743009477263,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2408.pt
1656,1656,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7109375,0.78125,11.9375,5.150017867296341,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1656.pt
161,161,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7596932870370371,11.9375,4.825447673701251,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/161.pt
905,905,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7232349537037037,11.9375,4.778432667983752,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/905.pt
2409,2409,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.671875,0.7388599537037037,11.9375,5.28485937502874,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2409.pt
1657,1657,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6640625,0.7453703703703703,11.9375,5.215201214258961,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1657.pt
162,162,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7596932870370371,11.9375,5.297068161144754,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/162.pt
906,906,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7235966435185185,11.9375,5.152218817312759,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/906.pt
2410,2410,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7388599537037037,11.9375,5.189447796069011,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2410.pt
1658,1658,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6640625,0.7453703703703703,11.9375,5.291762896064656,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1658.pt
163,163,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.703125,0.7233796296296297,11.9375,5.175569787871398,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/163.pt
907,907,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7567997685185185,11.9375,4.781792243924054,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/907.pt
2411,2411,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.671875,0.7388599537037037,11.9375,5.101639486622249,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2411.pt
1659,1659,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6640625,0.7453703703703703,11.9375,4.845314043012414,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1659.pt
908,908,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7567997685185185,11.9375,5.249543745356968,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/908.pt
164,164,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7233796296296297,11.9375,5.24819057471083,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/164.pt
1660,1660,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6640625,0.7453703703703703,11.9375,5.280433186621442,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1660.pt
909,909,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7567997685185185,11.9375,4.877941009381816,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/909.pt
2412,2412,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7387152777777778,11.9375,5.1320608220317085,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2412.pt
165,165,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7233796296296297,11.9375,4.840709826824804,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/165.pt
1661,1661,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6640625,0.7453703703703703,11.9375,5.31673046103017,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1661.pt
910,910,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7567997685185185,11.9375,5.157692783271943,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/910.pt
2413,2413,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7395833333333334,11.9375,4.745034644765838,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/2413.pt
166,166,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7233796296296297,11.9375,5.19863292380565,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/166.pt
911,911,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7567997685185185,11.9375,4.776970676885433,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/911.pt
1662,1662,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6640625,0.7453703703703703,11.9375,5.297288790796176,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/evo/analysis/coco_POPE_random/1662.pt
